Address	Original Data	Edited Data
0x16C114	ユーザーの持ち時間を切り替えます。 現在の設定は、ミドル。 考える時間があまりないため、 難易度がかなり上がります。 ※戦闘評価には影響しません。	Set the player's turn time limit. Currently set to Medium. Enough time to think out a good plan. ※Doesn't affect Battle Evaluation.
0x16C1A4	ユーザーの持ち時間を切り替えます。 現在の設定は、ロング。 考える時間が限られるため、 難易度が上がります。 ※戦闘評価には影響しません。	Set the player's turn time limit. Currently set to Long. For those wanting a low-stress timer. ※Doesn't affect Battle Evaluation.
0x16C22C	ユーザーの持ち時間を切り替えます。 現在の設定は、無制限。 制限時間を気にすることなく、 じっくり戦略を練ることができます。 ※戦闘評価には影響しません。	Set the player's turn time limit. Currently set to Unlimited. Plan your strategy without worrying about the clock. ※Doesn't affect Battle Evaluation.
0x16C2C4	コンピュータ同士の対戦なので、 持ち時間は設定できません。	Turn time limits cannot be set for computer only matches.
0x16C300	このマップは既に攻略済みです。	This map is already cleared.
0x16C3B0	WORLD〜MASINFO : メモリリーク？	WORLD`MASINFO : Memory leak?  
0x16C3DC	明るさ変動	Normal
0x16C3E8	常に薄明	Twilight
0x16C3F4	常に明るい	Day
0x16C400	常に暗い	Dark
0x16C40C	入手アイテム：	Clear Reward:
0x16C430	なし	No reward
0x16C4A0	対戦を終了してタイトル画面へ戻りますか？	End the match and return to the main menu?
0x16C4CC	タイトル画面へ戻りますか？	Return to the title screen?
0x16C5B0	対戦相手に中断データの送信を開始…	Sending suspend data to opponent...
0x16C5D4	ネットワークモードの中断データが既に存在します。 上書きしてもよろしいですか？	Suspend data already exists for Network Mode. Do you want to overwrite it?
0x16C624	中断データは保存されませんが タイトルに戻りますか？	Progress will not be saved. Return to title screen?
0x16C669	未知のエラー	Unknown Error
0x16C678	接続エラーが発生しました。 タイトル画面へ戻ります。	An error occurred. Returning to title screen.
0x16C6AC	ワイヤレスＬＡＮ機能が禁止されています。 タイトル画面へ戻ります。	Wireless LAN is disabled. Returning to title screen.
0x16C6F0	ワイヤレスＬＡＮスイッチがオフになったため、 通信が切断されました。 中断データを保存してタイトル画面へ戻ります。	The wireless LAN has been turned off, so the connection was lost. Saving data and returning to title screen.
0x16C764	ワイヤレスＬＡＮスイッチがオフになったため、 通信が切断されました。 タイトル画面へ戻ります。 中断データを保存しますか？	The wireless LAN has been turned off, so the connection was lost. You will return to the title screen. Save progress?
0x16C7DC	ワイヤレスＬＡＮスイッチがオフになったため、 通信が切断されました。 タイトル画面へ戻ります。 中断データを保存しますか？	The wireless LAN has been turned off, so the connection was lost. Returning to title screen.
0x16C83C	スリープモードに切り替わったため、 通信が切断されました。 中断データを保存してタイトル画面へ戻ります。	The connection was lost from entering sleep mode. Saving data and returning to title screen.
0x16C8A4	スリープモードに切り替わったため、 通信が切断されました。 タイトル画面へ戻ります。 中断データを保存しますか？	The connection was lost from entering sleep mode. You will return to the title screen. Save progress?
0x16C914	スリープモードに切り替わったため、 通信が切断されました。 タイトル画面へ戻ります。	The connection was lost from entering sleep mode. Returning to title screen.
0x16C968	通信が切断されました。 中断データを保存してタイトル画面へ戻ります。	Connection was lost. Saving progress and returning to title screen.
0x16C9AC	通信が切断されました。 タイトル画面へ戻ります。 中断データを保存しますか？	Connection was lost. Returning to title screen. Save your match progress?
0x16C9F8	通信が切断されました。 タイトル画面へ戻ります。	Connection was lost. Returning to title screen.
0x16CA28	対戦相手との接続が解除されました。 中断データを保存してタイトル画面へ戻ります。	Connection was lost. Saving your progress and returning to title screen.
0x16CA78	対戦相手との接続が解除されました。 タイトル画面へ戻ります。 中断データを保存しますか？	Connection was lost. Returning to title screen. Do you want to save your progress?
0x16CAD0	対戦相手との接続が解除されました。 タイトル画面へ戻ります。	Connection was lost. returning to title screen.
0x16CB0C	戦闘を開始します。	Beginning battle.
0x16CB20	対戦相手が中断データを作成しました。タイトル画面に戻ります。	Opponent created suspend data. Returning to title screen.
0x16CB60	中断データを作成しました。タイトル画面へ戻ります。	Created suspend data. Returning to title screen.
0x16CB94	対戦相手がワールドに戻りました。戦闘を終了します。	Opponent returned to the world map. Ending match.
0x16CBC8	ワールドマップへ戻ります。戦闘を終了します。	End battle and return to the world map.
0x16CBF8	ワールドマップへ戻ります。	Return to the world map.
0x16CC14	対戦相手がタイトルに戻りました。対戦を終了します。	Opponent returned to title screen. Ending match.
0x16CC48	タイトル画面に戻ります。対戦を終了します。	Ending match. Returning to title screen.
0x16CC74	ネットワークエラー（プロセスの不一致） タイトル画面へ戻ります。	Network error (process mismatch) Returning to title screen.
0x16CCD0	NetworkProgram : メモリリーク？	NetworkProgram: Memory leak?
0x16CCF0	対戦相手を募集します。	Looking for opponents.
0x16CD08	対戦相手を選んで挑戦します。	Select an opponent to fight.
0x16CD28	決定	Confirm
0x16CD30	タイトル	Title
0x16CD3C	承諾	Accept
0x16CD44	拒否	Decline
0x16CD4C	中止	Cancel
0x16CD54	戻る	Back
0x16CD5C	『%s』さんから対戦を申し込まれました。	You received a match request from %s.
0x16CD84	承諾する場合は○ボタンを押してください。	To accept, press the Circle button.
0x16CDB0	拒否する場合は×ボタンを押してください。	To decline, press the X/Cross button.
0x16CDDC	対戦相手を受付中…	Searching...
0x16CDF0	しばらくお待ちください。	Please wait.
0x16CE0C	対戦を申し込み中…	Requesting a match.
0x16CE20	対戦を承諾されるまでしばらくお待ちください。	Please wait until the match is accepted.
0x16CE50	申し込みをやめる場合は×を押してください。	To cancel, press the X/Cross button.
0x16CE7C	ワールドマップ画面に移ります。	Returning to the world map.
0x16CE9C	%2d.	
0x16CEA4	《%s》	
0x16CEAC	現在対戦を募集している人は居ません。	No one is looking for an opponent.
0x16CED4	ネットワークモードの中断データが見つかりました。 このデータで戦闘を再開しますか？ ※中断データは一度ロードすると削除されます。	Network mode suspend data was found. Use this data to resume the match? ※Data will be deleted after loading.
0x16CF54	Network.cpp：未初期化でCalcGame！ 	Network.cpp: CalcGame w/o initial 
0x16CF78	対戦相手の決定を待っています。しばらくお待ちください…	Selecting an opponent. Please wait...
0x16CFB0	対戦を終了してタイトル画面へ戻りますか？	End the match and return to the main menu?
0x16CFDC	中断データの受け取りを完了しました。戦闘を再開します…	Suspend data was received. Resuming the match...
0x16D014	対戦相手が中断データを受け取りました。戦闘を再開します…	Opponent received suspend data. Resuming the match...
0x16D050	対戦相手が中断データをロードしました。中断データを受信開始…	Your opponent has loaded suspend data. Starting to receive...
0x16D090	戦闘を開始します。よろしいですか？	Are you ready to begin the match?
0x16D0B4	対戦相手の準備が完了するまでしばらくお待ちください。	Please wait for opponent to be ready.
0x16D0EC	リザルトを終了します。よろしいですか？	The results will close. Is this okay?
0x16D150	通信環境を構築できませんでした。 タイトル画面へ戻ります。	Unable to establish connection. Returning to title screen.
0x16D18C	Network.cpp：未初期化でCalcLobby！ 	Network.cpp: CalcLobby w/o initial 
0x16D1B0	対戦申し込みをキャンセルしました。	Canceled match request.
0x16D1D4	対戦相手の募集を開始します。	Looking for an opponent.
0x16D1F4	ホストルームの作成に失敗しました！	Failed to create host room.
0x16D218	対戦相手を選択します。	Select an opponent.
0x16D230	対戦を開始します。	Start the match.
0x16D244	対戦を申し込みます。	Request a match.
0x16D25C	対戦申し込みに失敗しました。	The match request failed.
0x16D27C	ゲームモードへの移行に失敗しました。	Failed to switch game mode.
0x16D2A4	接続エラー：ゲームモードに移行失敗しました。	Connection error: failed to switch game mode.
0x16D2D4	対戦申し込みがキャンセルされました。	Your match request was canceled.
0x16D4C8	ロード中にエラーが発生しました。 データが破損している可能性があります。	An error occurred while loading. The data might be corrupted.
0x16D510	セーブ中にエラーが発生しました。 データが破損している可能性があります。	An error occured while saving. Your data might be corrupted.
0x16D558	削除中にエラーが発生しました。 データが破損している可能性があります。	An error occurred during deletion. The data might be corrupted.
0x16D5A0	ロードが中断されました。 データをロードできませんでした。	Loading was interrupted. Unable to load your data.
0x16D5DC	セーブが中断されました。 データのセーブに失敗した可能性があります。	Saving was interrupted. Your data might not be saved yet.
0x16D620	削除が中断されました。 データの削除に失敗した可能性があります。	Deletion was interrupted. Your data might still exist.
0x16D660	ロード中にエラーが発生しました。 データをロードできませんでした。	An error occured while loading. The data could not be loaded.
0x16D6A4	セーブ中にエラーが発生しました。 データのセーブに失敗した可能性があります。	An error occured while saving. Your data might not be saved yet.
0x16D6F0	削除中にエラーが発生しました。 データの削除に失敗した可能性があります。	An error occured during deletion. Your data might still exist.
0x16D738	システムデータの保存は完了していません。 戦闘の途中経過が保存されませんが、 セーブを中止してもよろしいですか？	System data has not been saved. Your progress in the battle will not be saved. Do you want to cancel saving?
0x16D7A8	システムデータの保存は完了していません。 カスタマイズ設定が 保存されませんがよろしいですか？	System data has not been saved. Your setting changes will not be saved. Is this okay?
0x16D808	システムデータの保存は完了していません。 戦歴が保存されませんがよろしいですか？	System data has not been saved. Battle History will not be saved. Is this okay?
0x16D858	システムデータの保存は完了していません。 戦歴とカスタマイズ設定が 保存されませんがよろしいですか？	System data has not been saved. Your battle history and settings will not be saved. Is this okay?
0x16D8BC	中断データを保存するにはシステムデータを 作成する必要があります。	You must create system data in order to save suspend data.
0x16D900	システムデータがありません。	Unable to find system data.
0x16D920	システムデータを作成して 中断データを保存しますか？	Create system data and save the suspend data?
0x16D954	カスタマイズ設定を保存するには システムデータが必要になります。 システムデータを作成しますか？	To save setting changes, you will need system data. Want to create system data?
0x16D9B4	戦歴を保存するにはシステムデータが必要になります。 システムデータを作成しますか？	System data is required to save battle history. Want to create system data?
0x16DA08	戦歴とカスタマイズ設定を保存するには システムデータが必要になります。 システムデータを作成しますか？	To save battle history and settings, you will need system data. Begin creating system data?
0x16DA70	中断データの保存を中止しますか？	Stop saving the suspend data?
0x16DA94	カスタマイズ設定が 保存されませんがよろしいですか？	Your custom settings won't be saved. Is this okay?
0x16DAC8	戦歴が保存されませんがよろしいですか？	Continue without saving battle history?
0x16DAF0	戦歴とカスタマイズ設定が 保存されませんがよろしいですか？	Battle history and settings won't be saved. Is this okay?
0x16DB2C	中断データは保存されませんが タイトルに戻りますか？	Progress will be lost! Return to the main menu?
0x16DB64	オートセーブをＯＮにすると、 戦歴とカスタマイズ設定が自動で更新されます。	With auto save, your battle history and settings are automatically saved.
0x16DBB0	オートセーブをＯＮにします。	Enable Auto Save.
0x16DBD0	戦歴とカスタマイズ設定を保存するには タイトル画面でシステムデータを 手動で保存する必要があります。	To save your battle history and settings, you must manually save the system data from the menu.
0x16DC34	オートセーブをＯＦＦにします。 戦歴とカスタマイズ設定が 自動で更新されなくなりますがよろしいですか？	Turn off auto save. Your battle history and settings will not be automatically updated. Is this okay?
0x16DC9C	セーブデータの削除を行いますか？	Do you want to delete your data?
0x16DCC8	メモリースティックTMが挿入されていません。	No Memory StickTM can be found.
0x16DCF4	Vantage Master PORTABLEのシステムデータを 保存するには空き容量が１２８ＫＢ以上必要です。	You need at least 128 KB of free space to save the system data for Vantage Master Portable.
0x16DD50	アクセスエラーが発生しました。 メモリースティックTMを確認して下さい。	An access error has occurred. Please check the Memory StickTM.
0x16DD98	メモリースティックTMの空き容量が不足しています。	Insufficient free space on the Memory StickTM.
0x16DDCC	Vantage Master PORTABLEのシステムデータを 作成するには空き容量が１２８ＫＢ以上必要です。	You need at least 128 KB of free space to make the system data for Vantage Master Portable.
0x16DE28	システムデータが破損している恐れがあります。	The system data might be corrupted.
0x16DE58	Vantage Master PORTABLEのＵＭＤTMが挿入されていません。	No Vantage Master Portable UMD is inserted.
0x16DE90	アクセス中にエラーが発生しました。	An error occurred during access.
0x16DEB4	スリープモードに切り替わりました。	The device has entered sleep mode.
0x16DED8	セーブに失敗しました。 %s	Save failed. %s
0x16DEF4	このメモリースティックTMは書き込み保護されています。	This Memory StickTM is write-protected.
0x16DF2C	未知のエラーが発生しました。	An unknown error has occurred.
0x16DF4C	システムデータの作成が完了しました。	System data has been created.
0x16DFC4	エキスパートモード　Stage%s	Expert Mode　Stage %s
0x16DFE0	NORMAL	Normal
0x16DFE8	HARD	Hard
0x16DFF0	シナリオモード　Phase%s　%s	Scenario Mode　Phase %s　%s
0x16E048	システムデータ	System Data
0x16E068	Total Point：%spt 	Total Points：%spt 
0x16E088	セーブするには空き容量があと %s以上必要です。	You need at least %s more free space to save.
0x16E128	画面右下のステータス表示をフル表示にします。	Expand the lower-right status display.
0x16E158	画面右下のステータス表示を簡略化します。	Simplify the lower-right status display.
0x16E184	ユニットの移動速度を通常にします。（戦闘中はSELECTボタンで切り替え可能）	Set gameplay to normal speed (switch mid-battle by pressing Select).
0x16E1D0	ユニットの移動速度を高速化します。（戦闘中はSELECTボタンで切り替え可能）	Set gameplay to fast speed (switch mid-battle by pressing Select).
0x16E21C	カメラの視点を低くします。（戦闘中はSTARTボタンで切り替え可能）	Lower the camera angle (switch mid-battle by pressing Start).
0x16E25C	カメラの視点を高くします。（戦闘中はSTARTボタンで切り替え可能）	Raise the camera angle (switch mid-battle by pressing Start).
0x16E29C	【Ａタイプ】 コマンドの並びを「待機⇒攻撃⇒魔法⇒召喚」の順にします。	[Type A] Command order is Wait ⇒ Attack ⇒ Spell ⇒ Summon.
0x16E2E4	【Ｂタイプ】 コマンドの並びを「召喚⇒攻撃⇒魔法⇒待機」の順にします。	[Type B] Command order is Summon ⇒ Attack ⇒ Spell ⇒ Wait.
0x16E32C	【Ｃタイプ】 コマンドの並びを「攻撃⇒待機⇒魔法⇒召喚」の順にします。	[Type C] Command order is Attack ⇒ Wait ⇒ Spell ⇒ Summon.
0x16E374	システムデータのオートセーブ機能をオンにします。	Enable auto save for the system data.
0x16E3A8	システムデータのオートセーブ機能をオフにします。	Disable auto save for the system data.
0x16E3DC	戦闘中、ボイス再生をオンにします。	Enable voices during gameplay.
0x16E400	戦闘中、ボイス再生をオフにします。	Disable voices during gameplay.
0x16E424	ＢＧＭの音量を変更します。	Adjust volume for the BGM.
0x16E440	効果音・ボイスの音量を変更します。	Adjust volume for SFX and voices.
0x16E464	ゲーム中のＢＧＭをアレンジバージョンにします。	Play with the arranged OST of Vantage Master.
0x16E494	ゲーム中のＢＧＭをオリジナルバージョンにします。	Play with the original OST of Vantage Master.
0x16E4C8	ヘルプ表示をオンにします。	Enables the help display.
0x16E4E4	ヘルプ表示をオフにします。	Disables the help display.
0x16E500	システムデータのセーブとロードが行えます。	Save and load system data from here.      
0x16E52C	戦歴データを確認します。	View battle history data.
0x16E548	ゲームの各種説明を見ます。	View game rules & controls.
0x16E564	戦闘中における各種設定や、サウンドの設定を変更します。	Change various combat and adjust sound settings. 
0x16E59C	タイトル画面へ戻ります。	Return to the main menu.
0x16E5B8	システムメニューを終了します。	Exit the system menu.
0x16E5D8	戦歴情報とカスタマイズ設定を保存します。	Save battle history and custom settings.
0x16E604	各種セーブデータを削除します。	Erase save data from storage.
0x16E624	戦歴情報とカスタマイズ設定を読み込みます。	Load battle history and custom settings.
0x16E650	ワールドマップへ戻ります。	Return to the world map.
0x16E670	マスターとネイティアルの紹介ページが鑑賞できます。	View introductions of the Masters and Natials.
0x16E6BC	中断データを保存しました。	Suspend data was saved.
0x16E6D8	ネットワークモードの中断データがすでに存在します。	Suspend data for Network Mode already exists.
0x16E70C	エキスパートモードの中断データがすでに存在します。	Suspend data for Expert Mode already exists.
0x16E740	シナリオモードの中断データがすでに存在します。	Suspend data for Scenario Mode already exists.
0x16E770	フリーモードの中断データがすでに存在します。	Suspend data for Free Mode already exists.
0x16E7A1	上書きしてもよろしいですか？	Overwrite this suspended data?
0x16E7C0	中断データを保存して タイトル画面に戻りますか？	Save your progress and return to title screen?
0x16E7F0	オートセーブをＯＮにすると、 戦歴とカスタマイズ設定が自動で更新されます。	By enabling Auto Save, battle history and settings will save automatically.
0x16E83C	戦歴とカスタマイズ設定を保存するには タイトル画面でシステムデータを 手動で保存する必要があります。	To save your battle history and settings, you must manually save the system data from the menu.
0x16E8A0	ヘルプ表示	Tooltips  
0x16E8AC	ユニット情報	Unit Info   
0x16E8BC	移動高速化	High Speed
0x16E8C8	カメラ視点	View Angle
0x16E8D4	コマンドタイプ	Command Order 
0x16E8E4	オートセーブ	Auto Save   
0x16E8F4	ボイス再生	Voice Lines
0x16E900	ＢＧＭ音量	BGM Volume
0x16E90C	ＳＥ音量	SFX Volume
0x16E918	ＢＧＭタイプ	BGM Type    
0x16E92A	戦闘評価ポイント　　　　　　　　　　　　　%5d pt	Combat Evaluation Points　　　　　　　　　%5d pt
0x16E994	あなたは	You are
0x16E9A4	　　最高ランクのマスターです。	the highest-ranked master!
0x16E9C0	次のランクアップまで、	Next rank requirement:
0x16E9D8	　　　あと %d pt です。	　　　Only %d pt to go!
0x16E9F0	□ 総所要時間《５００時間》達成！　　　　　　%4d pt	□ Play for over 500 hours!　　　　　　　　　%4d pt
0x16EA24	□ シナリオモードクリア！（ＮＯＲＭＡＬ）　　%4d pt	□ Clear Scenario Mode on Normal!　　　　　　%4d pt
0x16EA58	□ シナリオモードクリア！（ＨＡＲＤ）　　　　%4d pt	□ Clear Scenario Mode on Hard!　　　　　　　%4d pt
0x16EA8C	□ エキスパートモードクリア！　　　　　　　　%4d pt	□ Clear Expert Mode!　　　　　　　　　　　　%4d pt
0x16EAC0	□ フリーモード全マップ制覇！　　　　　　　　%4d pt	□ Clear all maps in Free Mode!　　　　　　　%4d pt
0x16EAF4	□ 勝利回数《１００回》達成！　　　　　　　　%4d pt	□ Win 100 battles!　　　　　　　　　　　　　%4d pt
0x16EB28	□ 死亡回数《１００回》達成…　　　　　　　　%4d pt	□ Lose 100 battles... 　　　　　　　　　　　%4d pt
0x16EB68	%5d/100体	%5d/100  
0x16EB7C	□ %sのネイティアル撃破数	□ %s  Natials defeated　
0x16EB98	%5d/500体	%5d/500  
0x16EBA4	待機回数（マスター）	Wait Count (Master)
0x16EBBC	攻撃回数（マスター）	Attack Count (Master)
0x16EBD4	魔法使用回数（マスター）	Spells Cast (Master)　　
0x16EBF0	1000回	1000  
0x16EBF8	500回	500  
0x16EC08	魔晶石占拠数	Tile Captures
0x16EC18	%5d/1000個	%5d/1000  
0x16EC24	消費ＭＰ	MP Usage
0x16EC30	%5d/20000MP	%5d/20000  
0x16EC3C	× %2d体	× %2d
0x16EC5C	ゲームデータのセーブとロードが行えます。	Save and load your game data here.
0x16EC88	戦闘の途中経過を保存して、タイトル画面に戻ります。	Create a suspend save and exit to the title screen.
0x16ECBC	ゲームの途中経過を保存します。	Save your current progress.
0x16ECDC	ゲームデータを読み込み、続きから攻略を再開します。	Load a previous save to resume your progress.
0x16ED44	オートセーブをＯＮにします。	Enable Auto Save.
0x16ED64	オートセーブをＯＦＦにします。 戦歴とカスタマイズ設定が 自動で更新されなくなりますがよろしいですか？	Disable Auto Save. Your battle history and settings will not update automatically. Is this okay?
0x16EDCC	ソーサレス	Sorceress 
0x16EDE0	タイラント	Tyrant    
0x16EDEC	タイトル画面へ戻りますか？	Return to the title screen?
0x16EE08	タイトル画面に戻ると、ゲームの途中経過は 保存されません。よろしいですか？	All unsaved progress will be lost. Will you return to the title screen?
0x16EE54	ワールドマップに戻りますか？	Return to the world map?
0x16F0FC	地	  
0x16F0FF	水	  
0x16F102	火	  
0x16F105	天	  
0x16F49C	イベントスキップしますか？	Skip this event?
0x1729ED		p
0x178758	目　次	Topics
0x17876C	マスターランク	Master Rank
0x178780	戦闘評価ｐｔ	Evaluation List
0x178794	ボーナスｐｔ	Bonus Points
0x1787A8	戦闘評価基準	Score Criteria
0x1787BC	現在のランク	Current Rank
0x1787D0	解説①	Explanation①
0x1787E4	解説②	Explanation②
0x1787F8	解説③	Explanation③
0x17880C	ランク表	Ranks
0x178820	シナリオ①	Scenario①
0x178834	シナリオ②	Scenario②
0x178848	エキスパート	Expert
0x17885C	フリー①	Free①
0x178870	フリー②	Free②
0x178884	フリー③	Free③
0x178898	ボーナス合計	Milestones
0x1788AC	打倒履歴①	Victories①
0x1788C0	打倒履歴②	Victories②
0x1788D4	打倒履歴③	Victories③
0x1788E8	クリア履歴①	Game Beats①
0x1788FC	クリア履歴②	Game Beats②
0x178910	行動ボーナス	Action Bonus
0x178924	撃破ボーナス	Enemy Bonus
0x178938	召喚数・地	Summons: Ert
0x17894C	召喚数・水	Summons: Wtr
0x178960	召喚数・火	Summons: Fir
0x178974	召喚数・天	Summons: Hvn
0x178988	評価基準①	Evaluation①
0x17899C	評価基準②	Evaluation②
0x1789B0	評価基準③	Evaluation③
0x1789C4	評価基準④	Evaluation④
0x1789D8	評価基準⑤	Evaluation⑤
0x178A34	目　次	Topics
0x178A5E	基本マスター①	Masters: Core①
0x178A88	基本マスター②	Masters: Core②
0x178AB2	追加マスター①	Masters: Extra①
0x178ADC	追加マスター②	Masters: Extra②
0x178B06	ネイティアル地	Natial: Earth 
0x178B30	ネイティアル水	Natial: Water 
0x178B5A	ネイティアル火	Natial: Fire  
0x178B84	ネイティアル天	Natial: Heaven
0x178BAE	ファイター	Fighter   
0x178BD8	デューク	Duke    
0x178C02	ソードマン	Swordsman 
0x178C2C	ナイト	Knight
0x178C56	パラディン	Paladin   
0x178C80	シャドウ	Shadow  
0x178CAA	レンジャー	Ranger    
0x178CD4	サベージ	Savage  
0x178CFE	シーフ	Thief 
0x178D28	バード	Bard  
0x178D52	シスター	Sister  
0x178D7C	ソーサラー	Sorcerer  
0x178DA6	ウィッチ	Witch   
0x178DD0	モンク	Monk  
0x178DFA	スピリット	Spirit    
0x178E24	ビースト	Beast   
0x178E4E	ナイトメア	Nightmare 
0x178E78	フロイライン	Fraulein    
0x178EA2	ロッドマスター	Rod Master    
0x178ECC	ストライダー	Strider     
0x178EF6	クインビュート	Queen-Bute    
0x178F20	へヴィエッジ	Heavy-Edge  
0x178F4A	プリンセス	Princess  
0x178F74	プレイボーイ	Playboy     
0x178F9E	テクノクラート	Technocrat    
0x178FC8	グラップラー	Grappler    
0x178FF2	ジーニアス	Genius    
0x17901C	ダークナイト	Dark Knight 
0x179046	ソーサレス	Sorceress 
0x179070	タイラント	Tyrant    
0x17909A	パ・ランセル	Pa-Rancell  
0x1790C4	ダ・カーム	Da-Colm   
0x1790EE	エ・フェリオン	Ae-Ferrion    
0x179118	ギア・ブロ	Gia-Bro   
0x179142	ディ・アルマ	D-Arma      
0x17916C	バ・メード	Ba-Mado   
0x179196	レキュー	Requ    
0x1791C0	ネプトジュノー	Neptjuno      
0x1791EA	ターブス	Tarbyss 
0x179214	ザミルペン	Zamilpen  
0x17923E	マーム	Marme 
0x179268	テンターク	Tentarch  
0x179292	ヘピタス	Hepetus 
0x1792BC	オーンヴィーヴル	Oonvievle       
0x1792E6	ブリックス	Blyx      
0x179310	ダルンダラ	Dullmdalla
0x17933A	ゼノスブリード	Xenofiend     
0x179364	グリオン	Greon   
0x17938E	ペリット	Pelitt  
0x1793B8	キュリア・ベル	Kyria-Bell    
0x1793E2	アモルタミス	Amoltamis   
0x17940C	ギュネ・フォス	Guene-Foss    
0x179436	フィフネル	Fifenall  
0x179460	レグナ・クロックス	Regna-Croix       
0x1794DC	はじめに	Introduction
0x1794FC	基本ルール	Basic Rules
0x17951C	詳細ルール	Detailed Rules
0x17953C	射程/効果範囲	Range/Effects
0x17955C	各種情報	Miscellaneous
0x17957C	ゲーム説明	Overview
0x17959C	世界観①	The World①
0x1795BC	世界観②	The World②
0x1795DC	世界観③	The World③
0x1795FC	移動	Move
0x17961C	行動①	Actions①
0x17963C	行動②	Actions②
0x17965C	ＨＰ	HP
0x17967C	ＭＰ①	MP①
0x17969C	ＭＰ②	MP②
0x1796BC	魔晶石①	Crystals①
0x1796DC	魔晶石②	Crystals②
0x1796FC	属性①	Elements①
0x17971C	属性②	Elements②
0x17973C	ＯＡ	OA
0x17975C	時間経過	Time of Day
0x17977C	明るさと特性	Light Bonuses
0x17979C	Ｚ.Ｏ.Ｃ.	ZOC
0x1797BC	ＳＡＴ①	SAT①
0x1797DC	ＳＡＴ②	SAT②
0x1797FC	ＭＰ詳細	MP Details
0x17981C	射程①	Adjacent
0x17983C	射程②	Range①
0x17985C	射程③	Range②
0x17987C	射程④	Range③
0x17989C	射程⑤	Range④
0x1798BC	効果範囲①	Area Types①
0x1798DC	効果範囲②	Area Types②
0x1798FC	効果範囲③	Area Types③
0x17991C	便利コマンド	Controls
0x17993C	パラメータ	Parameters
0x17995C	ＯＡ一覧①	OA List①
0x17997C	ＯＡ一覧②	OA List②
0x17999C	ＯＡ一覧③	OA List③
0x1799BC	地形効果	Terrain Bonus
0x1799DC	地形一覧①	Terrain List①
0x1799FC	地形一覧②	Terrain List②
0x179A1C	地形一覧③	Terrain List③
0x179A3C	消費移動力	Move Cost
